Tribunal;Magistrado;Mês/Ano Ref.;Subsídio;Direitos Pessoais ;Indenizações ;Direitos Eventuais ;Total de Rendimentos ;Previdência Pública ;Imposto de Renda;Descontos Diversos ;Retenção por Teto Constitucional ;Total de Descontos ;Rendimento Líquido ;Remuneração do órgão de origem ;Diárias 
TRF4;AMIR JOSE FINOCCHIARO SARTI;08/2020;35.462,22;0,00;0,00;0,00;35.462,22;5.121,81;6.898,52;1.193,69;0,00;13.214,02;22.248,20;0,00;0,00
TRF4;ANA BEATRIZ VIEIRA DA LUZ PALUMBO;08/2020;33.689,11;686,89;910,08;11.229,70;46.515,78;713,10;8.912,19;3.660,31;6.312,38;19.597,98;26.917,80;0,00;0,00
TRF4;ANA CARINE BUSATO DAROS;08/2020;33.689,11;0,00;910,08;9.056,21;43.655,40;5.498,02;8.424,35;792,13;3.452,00;18.166,50;25.488,90;0,00;0,00
TRF4;ANA CAROLINA DOUSSEAU;08/2020;32.004,65;0,00;1.629,70;10.668,22;44.302,57;5.177,97;8.408,09;463,93;3.379,55;17.429,54;26.873,03;0,00;0,00
TRF4;ANA CAROLINA MOROZOWSKI;08/2020;32.004,65;0,00;910,08;5.669,19;38.583,92;713,10;9.190,57;552,30;0,00;10.455,97;28.127,95;0,00;0,00
TRF4;ANA CRISTINA KRAMER;08/2020;32.004,65;0,00;910,08;10.668,22;43.582,95;713,10;9.635,93;722,19;3.379,55;14.450,77;29.132,18;0,00;0,00
TRF4;ANA CRISTINA MONTEIRO DE ANDRADE SILVA;08/2020;33.689,11;4.127,89;910,08;11.229,70;49.956,78;6.282,32;8.000,12;726,52;9.753,38;24.762,34;25.194,44;0,00;0,00
TRF4;ANA INES ALGORTA LATORRE;08/2020;32.004,65;0,00;910,08;10.668,22;43.582,95;5.177,97;8.512,36;371,79;3.379,55;17.441,67;26.141,28;0,00;0,00
TRF4;ANA LIDIA SILVA MELLO MONTEIRO;08/2020;32.004,65;0,00;910,08;10.668,22;43.582,95;713,10;9.277,17;2.118,81;3.379,55;15.488,63;28.094,32;0,00;0,00
TRF4;ANA LUCIA ANDRADE DE AGUIAR;08/2020;33.689,11;0,00;910,08;0,00;34.599,19;5.498,02;6.778,92;235,82;0,00;12.512,76;22.086,43;0,00;0,00
TRF4;ANA MARIA WICKERT THEISEN;08/2020;32.004,65;5.177,97;910,08;10.668,22;48.760,92;5.177,97;9.832,03;1.999,90;3.379,55;20.389,45;28.371,47;0,00;0,00
TRF4;ANA PAULA DE BORTOLI;08/2020;33.689,11;5.498,02;910,08;11.229,70;51.326,91;5.498,02;8.372,21;610,18;5.625,49;20.105,90;31.221,01;0,00;0,00
TRF4;ANA PAULA MARTINI TREMARIN WEDY;08/2020;32.004,65;0,00;1.629,70;17.550,94;51.185,29;5.177,97;10.360,85;477,47;0,00;16.016,29;35.169,00;0,00;0,00
TRF4;ANA RAQUEL PINTO DE LIMA;08/2020;33.689,11;0,00;1.629,70;4.346,98;39.665,79;5.498,02;7.974,33;733,75;0,00;14.206,10;25.459,69;0,00;0,00
TRF4;ANDERSON BARG;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;713,10;7.963,81;912,88;5.625,49;15.215,28;30.613,61;0,00;0,00
TRF4;ANDERSON FURLAN FREIRE DA SILVA;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;713,10;9.583,79;659,98;5.625,49;16.582,36;29.246,53;0,00;0,00
TRF4;ANDRE AUGUSTO GIORDANI;08/2020;32.004,65;0,00;910,08;7.752,12;40.666,85;713,10;9.134,70;2.527,86;463,45;12.839,11;27.827,74;0,00;0,00
TRF4;ANDRE DE SOUZA FISCHER;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;713,10;8.877,71;3.073,62;5.625,49;18.289,92;27.538,97;0,00;0,00
TRF4;ANDRE LUIS CHARAN;08/2020;32.004,65;0,00;2.349,32;11.102,91;45.456,88;5.239,92;8.391,05;540,81;3.814,25;17.986,03;27.470,85;0,00;0,00
TRF4;ANDRE LUIS MEDEIROS JUNG;08/2020;33.689,11;0,00;1.629,70;11.229,70;46.548,51;713,10;9.181,06;170,43;5.625,49;15.690,08;30.858,43;0,00;0,00
TRF4;ANDRE SOUZA LOPES;08/2020;32.004,65;0,00;910,08;12.914,16;45.828,89;713,10;9.134,70;3.186,82;5.625,49;18.660,11;27.168,78;0,00;0,00
TRF4;ANDRE WASILEWSKI DUSZCZAK;08/2020;32.004,65;0,00;1.629,70;11.827,42;45.461,77;713,10;8.978,30;2.719,49;4.538,74;16.949,63;28.512,14;0,00;0,00
TRF4;ANDREI GUSTAVO PAULMICHL;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;5.498,02;8.424,35;51,00;5.625,49;19.598,86;26.230,03;0,00;0,00
TRF4;ANDREI PITTEN VELLOSO;08/2020;33.689,11;0,00;1.629,70;11.229,70;46.548,51;5.498,02;8.320,07;1.009,67;5.625,49;20.453,25;26.095,26;0,00;0,00
TRF4;ANDREIA CASTRO DIAS MOREIRA;08/2020;33.689,11;0,00;1.629,70;22.459,40;57.778,21;5.498,02;10.538,88;742,27;5.625,49;22.404,66;35.373,55;0,00;0,00
TRF4;ANDREIA MOMOLLI;08/2020;32.004,65;0,00;910,08;9.798,82;42.713,55;5.250,24;8.492,49;522,52;2.510,15;16.775,40;25.938,15;0,00;0,00
TRF4;ANISABEL DE AZEVEDO CHAGAS;08/2020;30.455,17;0,00;0,00;0,00;30.455,17;4.170,47;5.835,34;59,46;0,00;10.065,27;20.389,90;0,00;0,00
TRF4;ANNE KARINA STIPP AMADOR COSTA;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;713,10;9.740,20;959,51;5.625,49;17.038,30;28.790,59;0,00;0,00
TRF4;ANTONIETA MARIA VERAS CALDEIRA;08/2020;33.689,11;0,00;0,00;0,00;33.689,11;4.784,92;6.555,70;47,22;0,00;11.387,84;22.301,27;0,00;0,00
TRF4;ANTONIO ALBINO RAMOS DE OLIVEIRA;08/2020;35.462,22;0,00;0,00;0,00;35.462,22;5.121,81;6.846,38;4.671,98;0,00;16.640,17;18.822,05;0,00;0,00
TRF4;ANTONIO ARAUJO SEGUNDO;08/2020;32.004,65;0,00;2.274,70;10.668,22;44.947,57;5.177,97;8.460,22;435,07;3.379,55;17.452,81;27.494,76;0,00;0,00
TRF4;ANTONIO CESAR BOCHENEK;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;713,10;8.991,06;4.105,88;5.625,49;19.435,53;26.393,36;0,00;0,00
TRF4;ANTONIO FERNANDO SCHENKEL DO AMARAL E SILVA;08/2020;33.689,11;0,00;910,08;22.459,40;57.058,59;713,10;8.499,37;702,53;5.625,49;15.540,49;41.518,10;0,00;0,00
TRF4;ARCILIA ELVIRA CANZI ALMADA DE SOUZA;08/2020;35.462,22;0,00;0,00;0,00;35.462,22;5.121,81;6.950,66;59,46;0,00;12.131,93;23.330,29;0,00;0,00
TRF4;ARTUR CESAR DE SOUZA;08/2020;33.689,11;5.498,02;1.340,08;11.229,70;51.756,91;5.498,02;9.936,30;3.513,33;5.625,49;24.573,14;27.183,77;0,00;0,00
TRF4;AUDETE MARCON DOBROWOLSKI;08/2020;25.357,19;0,00;0,00;0,00;25.357,19;3.201,86;4.699,76;176,22;0,00;8.077,84;17.279,35;0,00;0,00
TRF4;AUGUSTO CESAR PANSINI GONCALVES;08/2020;32.004,65;0,00;910,08;10.668,22;43.582,95;713,10;9.688,06;498,82;3.379,55;14.279,53;29.303,42;0,00;0,00
TRF4;BELMIRO TADEU NASCIMENTO KRIEGER;08/2020;33.689,11;0,00;0,00;0,00;33.689,11;4.784,92;6.451,42;782,74;0,00;12.019,08;21.670,03;0,00;0,00
TRF4;BIANCA GEORGIA CRUZ ARENHART;08/2020;33.689,11;0,00;910,08;12.087,66;46.686,85;5.567,65;8.320,07;535,44;5.625,49;20.048,65;26.638,20;0,00;0,00
TRF4;BRAULINO DA MATTA OLIVEIRA JUNIOR;08/2020;32.004,65;0,00;1.125,08;10.668,22;43.797,95;713,10;9.740,20;373,29;3.379,55;14.206,14;29.591,81;0,00;0,00
TRF4;BRUNO BRUM RIBAS;08/2020;32.004,65;0,00;1.629,70;5.542,40;39.176,75;5.281,21;7.951,61;857,67;0,00;14.090,49;25.086,26;0,00;0,00
TRF4;BRUNO HENRIQUE SILVA SANTOS;08/2020;32.004,65;0,00;910,08;4.473,77;37.388,50;713,10;8.310,24;1.931,69;0,00;10.955,03;26.433,47;0,00;0,00
TRF4;BRUNO POLGATI DIEHL;08/2020;32.004,65;0,00;1.629,70;11.827,42;45.461,77;713,10;9.134,71;2.673,33;4.538,74;17.059,88;28.401,89;0,00;0,00
TRF4;BRUNO RISCH FAGUNDES DE OLIVEIRA;08/2020;32.004,65;0,00;2.349,32;11.247,82;45.601,79;713,10;9.583,79;437,13;3.959,15;14.693,17;30.908,62;0,00;0,00
TRF4;CAIO ROBERTO SOUTO DE MOURA;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;5.498,02;8.372,21;723,16;5.625,49;20.218,88;25.610,01;0,00;0,00
TRF4;CAMILA PLENTZ KONRATH;08/2020;33.689,11;0,00;910,08;0,00;34.599,19;713,10;7.457,56;2.580,81;0,00;10.751,47;23.847,72;0,00;0,00
TRF4;CANDIDO ALFREDO SILVA LEAL JUNIOR;08/2020;35.462,22;0,00;910,08;11.820,74;48.193,04;5.834,91;8.279,57;196,47;7.989,64;22.300,59;25.892,45;0,00;0,00
TRF4;CARLA CRISTIANE TOMM OLIVEIRA;08/2020;32.004,65;0,00;910,08;5.451,84;38.366,57;5.219,27;7.943,74;773,59;0,00;13.936,60;24.429,97;0,00;0,00
TRF4;CARLA EVELISE JUSTINO HENDGES;08/2020;33.689,11;0,00;910,08;9.189,68;43.788,87;5.637,28;8.424,35;522,52;2.727,51;17.311,66;26.477,21;0,00;0,00
TRF4;CARLA FERNANDA FRITSCH MARTINS;08/2020;32.004,65;0,00;1.629,70;12.044,76;45.679,11;713,10;8.945,62;2.782,33;4.756,09;17.197,14;28.481,97;0,00;0,00
TRF4;CARLOS ALBERTO DA COSTA DIAS;08/2020;25.706,06;0,00;0,00;0,00;25.706,06;3.268,14;5.301,07;47,22;0,00;8.616,43;17.089,63;0,00;0,00
TRF4;CARLOS ANTONIO RODRIGUES SOBRINHO;08/2020;35.462,22;0,00;0,00;0,00;35.462,22;5.121,81;6.898,52;527,18;0,00;12.547,51;22.914,71;0,00;0,00
TRF4;CARLOS AURELIO MOREIRA;08/2020;32.004,65;0,00;910,08;10.668,22;43.582,95;5.177,97;7.858,09;108,30;3.379,55;16.523,91;27.059,04;0,00;0,00
TRF4;CARLOS EDUARDO THOMPSON FLORES LENZ;08/2020;35.462,22;5.834,91;910,08;11.820,74;54.027,95;5.834,91;9.936,30;629,21;7.989,64;24.390,06;29.637,89;0,00;0,00
TRF4;CARLOS FELIPE KOMOROWSKI;08/2020;32.004,65;0,00;2.349,32;53.341,09;87.695,06;713,10;20.201,23;757,18;3.379,55;25.051,06;62.644,00;0,00;0,00
TRF4;CAROLINA MOURA LEBBOS;08/2020;32.004,65;0,00;910,08;10.668,22;43.582,95;713,10;9.740,20;373,29;3.379,55;14.206,14;29.376,81;0,00;0,00
TRF4;CATARINA VOLKART PINTO;08/2020;32.004,65;0,00;1.629,70;9.635,81;43.270,16;713,10;8.978,29;5.986,13;2.347,14;18.024,66;25.245,50;0,00;0,00
TRF4;CELSO KIPPER;08/2020;35.462,22;0,00;910,08;2.287,89;38.660,19;5.834,91;7.907,32;483,73;0,00;14.225,96;24.434,23;0,00;0,00
TRF4;CELSO WIGGERS;08/2020;32.004,65;0,00;0,00;0,00;32.004,65;4.464,87;0,00;431,27;0,00;4.896,14;27.108,51;0,00;0,00
TRF4;CESAR AUGUSTO VIEIRA;08/2020;33.689,11;0,00;1.629,70;11.229,70;46.548,51;713,10;8.816,79;2.995,71;5.625,49;18.151,09;28.397,42;0,00;0,00
TRF4;CHARLES JACOB GIACOMINI;08/2020;32.004,65;0,00;910,08;11.102,91;44.017,64;5.239,92;8.495,32;482,29;3.814,25;18.031,78;25.985,86;0,00;0,00
TRF4;CHRISTIAAN ALLESSANDRO LOPES DE OLIVEIRA;08/2020;33.689,11;0,00;1.629,70;11.229,70;46.548,51;5.498,02;8.372,21;98,23;5.625,49;19.593,95;26.954,56;0,00;0,00
TRF4;CLARIDES RAHMEIER;08/2020;32.004,65;0,00;910,08;10.668,22;43.582,95;5.177,97;8.460,22;573,52;3.379,55;17.591,26;25.991,69;0,00;0,00
TRF4;CLAUDIA CRISTINA CRISTOFANI;08/2020;35.462,22;5.834,91;910,08;11.820,74;54.027,95;5.834,91;8.279,57;534,20;7.989,64;22.638,32;31.389,63;0,00;0,00
TRF4;CLAUDIA MARIA DADICO;08/2020;33.689,11;5.632,64;910,08;12.888,42;53.120,25;5.632,64;9.884,17;683,55;5.625,49;21.825,85;31.294,40;0,00;0,00
TRF4;CLAUDIA ROCHA MENDES BRUNELLI;08/2020;32.004,65;0,00;910,08;8.947,54;41.862,27;356,55;4.832,12;18.830,94;1.658,87;25.678,48;16.183,79;0,00;0,00
TRF4;CLAUDIA SCHLICHTA GIUSTI;08/2020;32.004,65;0,00;910,08;10.668,22;43.582,95;713,10;9.740,20;560,55;3.379,55;14.393,40;29.189,55;0,00;0,00
TRF4;CLAUDIO GONSALES VALERIO;08/2020;33.689,11;0,00;910,08;9.418,46;44.017,65;5.498,02;8.424,35;522,52;3.814,25;18.259,14;25.758,51;0,00;0,00
TRF4;CLAUDIO MARCELO SCHIESSL;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;713,10;8.061,68;94,44;5.625,49;14.494,71;31.334,18;0,00;0,00
TRF4;CLAUDIO ROBERTO DA SILVA;08/2020;32.004,65;0,00;2.349,32;12.914,16;47.268,13;5.498,02;8.267,94;162,15;5.625,49;19.553,60;27.714,53;0,00;0,00
TRF4;CLEBER SANFELICI OTERO;08/2020;33.689,11;0,00;1.629,70;3.984,73;39.303,54;5.498,02;7.822,58;2.041,20;0,00;15.361,80;23.941,74;0,00;0,00
TRF4;CLENIO JAIR SCHULZE;08/2020;33.689,11;0,00;1.629,70;11.229,70;46.548,51;713,10;8.912,19;3.200,26;5.625,49;18.451,04;28.097,47;0,00;0,00
TRF4;CRISTIANE FREIER CERON;08/2020;33.689,11;0,00;910,08;56.148,51;90.747,70;5.498,02;18.395,71;617,50;5.625,49;30.136,72;60.610,98;0,00;0,00
TRF4;CRISTIANE MARIA BERTOLIN POLLI;08/2020;32.004,65;0,00;1.629,70;5.162,04;38.796,39;713,10;9.103,24;235,13;0,00;10.051,47;28.744,92;0,00;0,00
TRF4;CRISTIANO AURELIO MANFRIM;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;356,55;4.377,99;20.307,70;5.625,49;30.667,73;15.161,16;0,00;0,00
TRF4;CRISTIANO BAUER SICA DINIZ;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;5.498,02;8.320,07;665,25;5.625,49;20.108,83;25.720,06;0,00;0,00
TRF4;CRISTIANO ESTRELA DA SILVA;08/2020;32.004,65;0,00;910,08;11.537,62;44.452,35;5.301,86;8.478,29;47,22;4.248,95;18.076,32;26.376,03;0,00;0,00
TRF4;CRISTINA DE ALBUQUERQUE VIEIRA;08/2020;32.004,65;0,00;910,08;10.668,22;43.582,95;5.177,97;8.408,09;712,18;3.379,55;17.677,79;25.905,16;0,00;0,00
TRF4;CRISTINA ROCHA;08/2020;33.689,11;0,00;215,00;0,00;33.904,11;4.784,92;0,00;0,00;0,00;4.784,92;29.119,19;0,00;0,00
TRF4;DANIEL ANTONIAZZI FREITAG;08/2020;32.004,65;0,00;910,08;7.009,51;39.924,24;713,10;9.057,94;2.720,98;0,00;12.492,02;27.432,22;0,00;0,00
TRF4;DANIEL LUERSEN;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;5.498,02;8.424,35;533,31;5.625,49;20.081,17;25.747,72;0,00;0,00
TRF4;DANIEL LUIS SPEGIORIN;08/2020;33.689,11;0,00;910,08;9.418,46;44.017,65;713,10;8.991,06;2.875,03;3.814,25;16.393,44;27.624,21;0,00;0,00
TRF4;DANIEL MACHADO DA ROCHA;08/2020;33.689,11;0,00;910,08;56.148,51;90.747,70;713,10;20.069,72;3.282,71;5.625,49;29.691,02;61.056,68;0,00;0,00
TRF4;DANIEL MARCHIONATTI BARBOSA;08/2020;33.689,11;0,00;910,08;0,00;34.599,19;713,10;7.554,17;2.818,03;0,00;11.085,30;23.513,89;0,00;0,00
TRF4;DANIEL RAUPP;08/2020;33.689,11;0,00;910,08;4.709,23;39.308,42;713,10;8.896,67;2.708,09;0,00;12.317,86;26.990,56;0,00;0,00
TRF4;DANIELA CRISTINA DE OLIVEIRA PERTILE VICTORIA;08/2020;32.004,65;0,00;910,08;23.582,38;56.497,11;5.498,02;10.488,75;646,84;5.625,49;22.259,10;34.238,01;0,00;0,00
TRF4;DANIELA TOCCHETTO CAVALHEIRO;08/2020;33.689,11;0,00;910,08;56.148,51;90.747,70;713,10;20.923,14;349,47;5.625,49;27.611,20;63.136,50;0,00;0,00
TRF4;DANIELLE PERINI ARTIFON;08/2020;33.689,11;0,00;910,08;6.158,22;40.757,41;5.498,02;8.424,35;373,29;554,01;14.849,67;25.907,74;0,00;0,00
TRF4;DANILO GOMES SANCHOTENE;08/2020;32.004,65;0,00;910,08;0,00;32.914,73;713,10;7.735,82;271,25;0,00;8.720,17;24.194,56;0,00;0,00
TRF4;DANILO PEREIRA JUNIOR;08/2020;33.689,11;5.498,02;910,08;11.229,70;51.326,91;5.498,02;9.832,03;606,33;5.625,49;21.561,87;29.765,04;0,00;0,00
TRF4;DEBORA CORADINI PADOIN;08/2020;32.004,65;0,00;1.629,70;10.668,22;44.302,57;5.177,97;8.408,09;1.016,11;3.379,55;17.981,72;26.320,85;0,00;0,00
TRF4;DECIO JOSE DA SILVA;08/2020;33.689,11;0,00;1.340,08;11.229,70;46.258,89;5.498,02;8.372,21;3.781,26;5.625,49;23.276,98;22.981,91;0,00;0,00
TRF4;DENISE DIAS DE CASTRO BINS SCHWANCK;08/2020;33.689,11;0,00;910,08;6.882,72;41.481,91;713,10;9.247,06;2.317,68;1.278,51;13.556,35;27.925,56;0,00;0,00
TRF4;DIEGO VIEGAS VERAS;08/2020;32.004,65;0,00;1.629,70;0,00;33.634,35;713,10;7.026,05;2.425,84;0,00;10.164,99;23.469,36;0,00;0,00
TRF4;DIENYFFER BRUM DE MORAES;08/2020;32.004,65;0,00;910,08;11.899,87;44.814,60;713,10;9.688,07;687,42;4.611,19;15.699,78;29.114,82;0,00;0,00
TRF4;DINEU DE PAULA;08/2020;32.004,65;0,00;910,08;10.668,22;43.582,95;5.177,97;8.460,22;487,49;3.379,55;17.505,23;26.077,72;0,00;0,00
TRF4;DIOGENES TARCISIO MARCELINO TEIXEIRA;08/2020;32.004,65;7.843,11;910,08;23.582,38;64.340,22;5.872,45;10.462,15;572,42;7.596,15;24.503,17;39.837,05;0,00;0,00
TRF4;DIOGO EDELE PIMENTEL;08/2020;32.004,65;0,00;910,08;9.943,72;42.858,45;713,10;9.241,56;2.009,72;2.655,05;14.619,43;28.239,02;0,00;0,00
TRF4;DULCE HELENA DIAS BRASIL;08/2020;33.689,11;5.498,02;910,08;11.229,70;51.326,91;5.498,02;9.936,30;767,89;5.625,49;21.827,70;29.499,21;0,00;0,00
TRF4;EDGARD ANTONIO LIPPMANN JUNIOR;08/2020;36.635,46;0,00;0,00;0,00;36.635,46;5.344,73;7.104,86;270,13;0,00;12.719,72;23.915,74;0,00;0,00
TRF4;EDILBERTO BARBOSA CLEMENTINO;08/2020;33.689,11;4.821,33;910,08;11.229,70;50.650,22;713,10;8.878,36;3.032,60;10.446,82;23.070,88;27.579,34;0,00;0,00
TRF4;EDUARDO CORREIA DA SILVA;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;713,10;9.740,20;500,27;5.625,49;16.579,06;29.249,83;0,00;0,00
TRF4;EDUARDO DIDONET TEIXEIRA;08/2020;32.004,65;0,00;1.629,70;10.668,22;44.302,57;5.177,97;8.355,95;362,43;3.379,55;17.275,90;27.026,67;0,00;0,00
TRF4;EDUARDO FERNANDO APPIO;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;356,55;5.101,72;16.952,86;5.625,49;28.036,62;17.792,27;0,00;0,00
TRF4;EDUARDO GOMES PHILIPPSEN;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;713,10;6.770,72;2.142,69;5.625,49;15.252,00;30.576,89;0,00;0,00
TRF4;EDUARDO KAHLER RIBEIRO;08/2020;32.004,65;0,00;1.629,70;10.668,22;44.302,57;713,10;9.101,66;2.617,07;3.379,55;15.811,38;28.491,19;0,00;0,00
TRF4;EDUARDO RIVERA PALMEIRA FILHO;08/2020;32.004,65;0,00;910,08;12.914,16;45.828,89;5.498,02;8.320,07;1.068,27;5.625,49;20.511,85;25.317,04;0,00;0,00
TRF4;EDUARDO TONETTO PICARELLI;08/2020;33.689,11;0,00;910,08;13.593,85;48.193,04;5.641,92;7.832,47;603,24;7.989,64;22.067,27;26.125,77;0,00;0,00
TRF4;EDUARDO VANDRE OLIVEIRA LEMA GARCIA;08/2020;33.689,11;0,00;910,08;11.763,54;46.362,73;713,10;8.943,26;2.406,76;6.845,70;18.908,82;27.453,91;0,00;0,00
TRF4;EDVALDO MENDES DA SILVA;08/2020;33.689,11;5.498,02;910,08;11.229,70;51.326,91;5.498,02;9.257,28;141,66;5.625,49;20.522,45;30.804,46;0,00;0,00
TRF4;ELCIO PINHEIRO DE CASTRO;08/2020;35.462,22;0,00;0,00;0,00;35.462,22;5.121,81;6.898,52;455,63;0,00;12.475,96;22.986,26;0,00;0,00
TRF4;ELIANA PAGGIARIN MARINHO;08/2020;33.689,11;2.772,22;910,08;11.992,34;49.363,75;2.772,22;3.998,43;17.316,83;7.532,06;31.619,54;17.744,21;0,00;0,00
TRF4;ELISANGELA SIMON CAUREO;08/2020;33.689,11;0,00;1.629,70;11.229,70;46.548,51;5.498,02;8.372,21;164,85;5.625,49;19.660,57;26.887,94;0,00;0,00
TRF4;EMANUEL ALBERTO SPERANDIO GARCIA GIMENES;08/2020;32.004,65;0,00;910,08;10.668,22;43.582,95;713,10;9.688,06;212,71;3.379,55;13.993,42;29.589,53;0,00;0,00
TRF4;EMMERSON GAZDA;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;713,10;9.688,06;529,98;5.625,49;16.556,63;29.272,26;0,00;0,00
TRF4;ENRIQUE FELDENS RODRIGUES;08/2020;33.689,11;0,00;1.629,70;11.229,70;46.548,51;5.498,02;8.320,07;864,62;5.625,49;20.308,20;26.240,31;0,00;0,00
TRF4;ERICO SANCHES FERREIRA DOS SANTOS;08/2020;32.004,65;0,00;910,08;10.668,22;43.582,95;713,10;9.583,79;242,63;3.379,55;13.919,07;29.663,88;0,00;0,00
TRF4;ERIKA GIOVANINI REUPKE;08/2020;33.689,11;0,00;1.629,70;9.056,21;44.375,02;5.498,02;8.320,07;576,73;3.452,00;17.846,82;26.528,20;0,00;0,00
TRF4;ERIVALDO RIBEIRO DOS SANTOS;08/2020;33.689,11;5.498,02;1.340,08;11.229,70;51.756,91;5.498,02;9.884,17;373,29;5.625,49;21.380,97;30.375,94;0,00;0,00
TRF4;ERODI CARDOSO DA ROCHA;08/2020;35.462,22;0,00;0,00;0,00;35.462,22;5.121,81;6.950,66;573,66;0,00;12.646,13;22.816,09;0,00;0,00
TRF4;EVANDRO UBIRATAN PAIVA DA SILVEIRA;08/2020;32.004,65;0,00;2.349,32;10.668,22;45.022,19;713,10;9.740,20;623,61;3.379,55;14.456,46;30.565,73;0,00;0,00
TRF4;EVERSON GUIMARAES SILVA;08/2020;32.004,65;0,00;910,08;8.947,54;41.862,27;5.177,97;8.408,09;944,11;1.658,87;16.189,04;25.673,23;0,00;0,00
TRF4;EZIO TEIXEIRA;08/2020;33.689,11;686,89;910,08;11.229,70;46.515,78;5.628,53;7.709,55;4.113,12;6.312,38;23.763,58;22.752,20;0,00;0,00
TRF4;FABIA SOUSA PRESSER;08/2020;32.004,65;0,00;910,08;10.668,22;43.582,95;5.177,97;8.355,95;763,18;3.379,55;17.676,65;25.906,30;0,00;0,00
TRF4;FABIANO BLEY FRANCO;08/2020;32.004,65;3.434,43;910,08;11.682,51;48.031,67;5.975,05;8.188,89;282,96;7.828,28;22.275,18;25.756,49;0,00;0,00
TRF4;FABIANO HENRIQUE DE OLIVEIRA;08/2020;32.004,65;0,00;1.629,70;7.009,51;40.643,86;5.343,16;8.285,89;426,67;0,00;14.055,72;26.588,14;0,00;0,00
TRF4;FABIO BITTENCOURT DA ROSA;08/2020;35.462,22;0,00;0,00;0,00;35.462,22;5.121,81;0,00;160,91;0,00;5.282,72;30.179,50;0,00;0,00
TRF4;FABIO DELMIRO DOS SANTOS;08/2020;32.004,65;0,00;1.629,70;10.324,08;43.958,43;5.177,97;8.460,22;481,59;3.035,41;17.155,19;26.803,24;0,00;0,00
TRF4;FABIO DUTRA LUCARELLI;08/2020;33.689,11;686,89;910,08;11.229,70;46.515,78;356,55;4.449,73;20.058,69;6.312,38;31.177,35;15.338,43;0,00;0,00
TRF4;FABIO HASSEN ISMAEL;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;713,10;8.920,84;2.673,45;5.625,49;17.932,88;27.896,01;0,00;0,00
TRF4;FABIO NUNES DE MARTINO;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;713,10;9.635,93;481,59;5.625,49;16.456,11;29.372,78;0,00;0,00
TRF4;FABIO SOARES PEREIRA;08/2020;32.004,65;0,00;910,08;11.030,47;43.945,20;713,10;9.740,20;649,38;3.741,80;14.844,48;29.100,72;0,00;0,00
TRF4;FABIO VITORIO MATTIELLO;08/2020;33.689,11;2.425,28;910,08;22.459,40;59.483,87;5.958,82;9.932,46;921,53;8.050,77;24.863,58;34.620,29;0,00;0,00
TRF4;FABRICIO BITTENCOURT DA CRUZ;08/2020;33.689,11;0,00;1.629,70;11.229,70;46.548,51;5.498,02;8.320,07;717,22;5.625,49;20.160,80;26.387,71;0,00;0,00
TRF4;FABRICIO PONTE DE ARAUJO;08/2020;32.004,65;0,00;910,08;6.574,81;39.489,54;713,10;8.938,39;2.709,83;0,00;12.361,32;27.128,22;0,00;0,00
TRF4;FELIPE VEIT LEAL;08/2020;32.004,65;0,00;910,08;10.668,22;43.582,95;5.177,97;8.512,36;522,52;3.379,55;17.592,40;25.990,55;0,00;0,00
TRF4;FERNANDA BOHN;08/2020;32.004,65;0,00;1.629,70;21.336,44;54.970,79;713,10;11.199,10;2.398,27;3.379,55;17.690,02;37.280,77;0,00;0,00
TRF4;FERNANDO DIAS DE ANDRADE;08/2020;32.004,65;0,00;910,08;6.882,72;39.797,45;5.177,97;8.296,45;412,22;0,00;13.886,64;25.910,81;0,00;0,00
TRF4;FERNANDO QUADROS DA SILVA;08/2020;35.462,22;5.834,91;910,08;11.820,74;54.027,95;5.834,91;9.884,17;896,14;7.989,64;24.604,86;29.423,09;0,00;0,00
TRF4;FERNANDO RIBEIRO PACHECO;08/2020;32.004,65;0,00;910,08;20.304,03;53.218,76;713,10;11.804,60;254,46;2.347,14;15.119,30;38.099,46;0,00;0,00
TRF4;FERNANDO TONDING ETGES;08/2020;32.004,65;0,00;2.349,32;10.668,22;45.022,19;713,10;9.030,43;2.926,44;3.379,55;16.049,52;28.972,67;0,00;0,00
TRF4;FERNANDO ZANDONA;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;713,10;8.627,63;3.675,82;5.625,49;18.642,04;27.186,85;0,00;0,00
