Tribunal;Magistrado;Mês/Ano Ref.;Subsídio;Direitos Pessoais ;Indenizações ;Direitos Eventuais ;Total de Rendimentos ;Previdência Pública ;Imposto de Renda;Descontos Diversos ;Retenção por Teto Constitucional ;Total de Descontos ;Rendimento Líquido ;Remuneração do órgão de origem ;Diárias 
TRF1;PABLO ZUNIGA DOURADO;04/2020;33.689,11;0,00;1.770,08;12.214,76;47.673,95;-5.497,99;-8.320,08;-1.205,28;-6.610,55;-21.633,90;26.040,05;0,00;0,00
TRF1;PATRICIA ALENCAR TEIXEIRA DE CARVALHO;04/2020;32.004,65;0,00;1.629,70;21.897,92;55.532,27;0,00;-11.162,28;-3.896,23;-3.941,03;-18.999,54;36.532,73;0,00;0,00
TRF1;PAULA SOUZA MORAES;04/2020;32.004,65;0,00;910,08;7.467,75;40.382,48;-713,10;-9.134,70;-2.669,84;-179,08;-12.696,72;27.685,76;0,00;0,00
TRF1;PAULO ALKMIN COSTA JUNIOR;04/2020;32.004,65;0,00;910,08;12.914,16;45.828,89;0,00;-8.807,92;-4.014,35;-5.625,49;-18.447,76;27.381,13;0,00;0,00
TRF1;PAULO AUGUSTO MOREIRA LIMA;04/2020;33.689,11;0,00;910,08;11.229,60;45.828,79;-713,10;-9.095,32;-3.553,31;-5.625,39;-18.987,12;26.841,67;0,00;0,00
TRF1;PAULO CESAR LOPES;04/2020;32.004,65;0,00;910,08;12.352,76;45.267,49;-5.177,94;-7.814,66;-2.941,37;-5.064,09;-20.998,06;24.269,43;0,00;0,00
TRF1;PAULO CESAR MOY ANAISSE;04/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;-5.497,99;-7.028,95;-6.956,79;-5.625,49;-25.109,22;20.719,67;0,00;0,00
TRF1;PAULO CEZAR ALVES SODRE;04/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;-5.497,99;-8.372,22;-2.798,71;-5.625,49;-22.294,41;23.534,48;0,00;0,00
TRF1;PAULO ERNANE MOREIRA BARROS;04/2020;33.689,11;0,00;690,08;11.229,60;45.608,79;-713,10;-9.043,19;-4.580,23;-5.625,39;-19.961,91;25.646,88;0,00;0,00
TRF1;PAULO FERNANDO SILVEIRA;04/2020;33.689,11;0,00;0,00;0,00;33.689,11;-4.784,92;-6.555,70;-1.084,00;0,00;-12.424,62;21.264,49;0,00;0,00
TRF1;PAULO MAXIMO DE CASTRO CABACINHA;04/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;0,00;-9.740,20;-758,42;-5.625,49;-16.124,11;29.704,78;0,00;0,00
TRF1;PAULO MITSURU SHIOKAWA NETO;04/2020;32.004,65;0,00;910,08;7.748,49;40.663,22;-713,10;-8.964,33;-3.482,40;-459,82;-13.619,65;27.043,57;0,00;0,00
TRF1;PAULO RICARDO DE SOUZA CRUZ;04/2020;33.689,11;0,00;910,08;11.820,74;46.419,93;-5.497,99;-8.424,36;-1.132,55;-6.216,53;-21.271,43;25.148,50;0,00;0,00
TRF1;PAULO ROBERTO LYRIO PIMENTA;04/2020;33.689,11;0,00;2.059,70;11.229,70;46.978,51;-5.497,99;-8.320,08;-443,49;-5.625,49;-19.887,05;27.091,46;0,00;0,00
TRF1;PEDRO ALBERTO PEREIRA DE MELLO CALMON HOLLIDAY;04/2020;33.689,11;0,00;910,08;5.614,85;40.214,04;-5.497,99;-8.372,22;-1.149,47;-10,64;-15.030,32;25.183,72;0,00;0,00
TRF1;PEDRO ALVES DIMAS JUNIOR;04/2020;32.004,65;0,00;910,08;11.192,27;44.107,00;0,00;-9.090,19;-2.753,21;-3.903,60;-15.747,00;28.360,00;0,00;0,00
TRF1;PEDRO BRAGA FILHO;04/2020;33.689,11;5.497,99;910,08;11.229,70;51.326,88;-5.497,99;-9.884,17;-1.625,72;-5.625,49;-22.633,37;28.693,51;0,00;0,00
TRF1;PEDRO FELIPE DE OLIVEIRA SANTOS;04/2020;33.689,11;0,00;910,08;0,00;34.599,19;0,00;-7.554,17;-3.161,70;0,00;-10.715,87;23.883,32;0,00;0,00
TRF1;PEDRO FRANCISCO DA SILVA;04/2020;33.689,11;0,00;910,08;11.604,03;46.203,22;-5.497,99;-8.372,22;-2.849,44;-5.999,82;-22.719,47;23.483,75;0,00;0,00
TRF1;PEDRO HENRIQUE LIMA CARVALHO;04/2020;32.004,65;0,00;1.629,70;3.911,68;37.546,03;-713,10;-8.087,00;-3.504,40;0,00;-12.304,50;25.241,53;0,00;0,00
TRF1;PEDRO MARADEI NETO;04/2020;33.689,11;0,00;910,08;11.603,92;46.203,11;-713,10;-9.043,20;-3.151,66;-5.999,71;-18.907,67;27.295,44;0,00;0,00
TRF1;PEDRO PAULO CASTELO BRANCO COELHO;04/2020;33.689,11;1.266,18;0,00;0,00;34.955,29;-5.025,49;-6.837,74;-11.653,41;0,00;-23.516,64;11.438,65;0,00;0,00
TRF1;PEDRO PEREIRA PIMENTA;04/2020;32.004,65;0,00;1.125,08;12.914,16;46.043,89;-5.177,94;-8.512,37;-1.926,50;-5.625,49;-21.242,30;24.801,59;0,00;0,00
TRF1;PEDRO VINICIUS MORAES CARNEIRO;04/2020;32.004,65;0,00;1.629,70;10.668,22;44.302,57;-713,10;-9.082,56;-3.409,31;-3.379,55;-16.584,52;27.718,05;0,00;0,00
TRF1;PLAUTO AFONSO DA SILVA RIBEIRO;04/2020;35.462,22;0,00;0,00;0,00;35.462,22;-5.121,81;0,00;-1.080,65;0,00;-6.202,46;29.259,76;0,00;0,00
TRF1;POLLYANNA KELLY MACIEL MEDEIROS MARTINS ALVES;04/2020;32.004,65;0,00;910,08;11.940,90;44.855,63;0,00;-9.143,95;-3.609,09;-4.652,23;-17.405,27;27.450,36;0,00;0,00
TRF1;RAFAEL ANGELO SLOMP;04/2020;33.689,11;0,00;910,08;8.235,11;42.834,30;-5.497,99;-7.559,58;-2.823,66;-2.630,90;-18.512,13;24.322,17;0,00;0,00
TRF1;RAFAEL ARAUJO TORRES;04/2020;32.004,65;0,00;1.125,08;21.336,44;54.466,17;0,00;-11.199,10;-2.450,27;-3.379,55;-17.028,92;37.437,25;0,00;0,00
TRF1;RAFAEL DE AZEVEDO PINTO;04/2020;32.004,65;0,00;910,08;10.668,22;43.582,95;-5.177,94;-8.512,37;-1.463,39;-3.379,55;-18.533,25;25.049,70;0,00;0,00
TRF1;RAFAEL DE SOUSA BRANQUINHO E ASSIS;04/2020;33.689,11;0,00;2.349,32;11.229,60;47.268,03;-5.497,99;-8.320,07;-1.268,90;-5.625,39;-20.712,35;26.555,68;0,00;0,00
TRF1;RAFAEL FRANKLIM BUSSOLARI;04/2020;32.004,65;0,00;1.629,70;12.914,16;46.548,51;0,00;-9.043,20;-3.708,98;-5.625,49;-18.377,67;28.170,84;0,00;0,00
TRF1;RAFAEL IANNER SILVA;04/2020;33.689,11;0,00;1.629,70;11.229,70;46.548,51;-713,10;-8.938,92;-4.981,35;-5.625,49;-20.258,86;26.289,65;0,00;0,00
TRF1;RAFAEL LEITE PAULO;04/2020;33.689,11;0,00;910,08;0,00;34.599,19;-5.497,99;-6.883,20;-1.422,65;0,00;-13.803,84;20.795,35;0,00;0,00
TRF1;RAFAEL LIMA DA COSTA;04/2020;33.689,11;0,00;1.629,70;11.604,03;46.922,84;0,00;-9.635,93;-1.234,09;-5.999,82;-16.869,84;30.053,00;0,00;0,00
TRF1;RAFAEL PAULO SOARES PINTO;04/2020;33.689,11;0,00;1.629,70;11.229,60;46.548,41;0,00;-8.681,94;-5.029,84;-5.625,39;-19.337,17;27.211,24;0,00;0,00
TRF1;RAFAEL VASCONCELOS PORTO;04/2020;33.689,11;0,00;2.489,70;0,00;36.178,81;0,00;-7.653,77;-1.971,46;0,00;-9.625,23;26.553,58;0,00;0,00
TRF1;RAFFAELA CASSIA DE SOUSA;04/2020;32.004,65;0,00;910,08;8.815,32;41.730,05;-713,10;-8.898,65;-4.350,64;-1.526,65;-15.489,04;26.241,01;0,00;0,00
TRF1;RAIMUNDO BEZERRA MARIANO NETO;04/2020;33.689,11;0,00;1.629,70;11.229,70;46.548,51;0,00;-8.991,06;-3.303,43;-5.625,49;-17.919,98;28.628,53;0,00;0,00
TRF1;RAPHAEL CASELLA DE ALMEIDA CARVALHO;04/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;0,00;-8.725,57;-12.637,32;-5.625,49;-26.988,38;18.840,51;0,00;0,00
TRF1;RAQUEL SOARES CHIARELLI;04/2020;33.689,11;0,00;910,08;11.229,60;45.828,79;-5.497,99;-8.424,35;-1.738,59;-5.625,39;-21.286,32;24.542,47;0,00;0,00
TRF1;RAQUEL VASCONCELOS ALVES DE LIMA;04/2020;32.004,65;0,00;910,08;10.967,67;43.882,40;-5.177,94;-8.460,23;-1.067,96;-3.679,00;-18.385,13;25.497,27;0,00;0,00
TRF1;REGINA MARIA DE SOUZA TORRES;04/2020;33.689,11;0,00;910,08;2.620,26;37.219,45;-5.497,99;-7.603,77;-1.444,59;0,00;-14.546,35;22.673,10;0,00;0,00
TRF1;REGINALDO MARCIO PEREIRA;04/2020;33.689,11;6.562,79;910,08;11.229,70;52.391,68;-6.562,79;-9.936,31;-2.347,63;-5.625,49;-24.472,22;27.919,46;0,00;0,00
TRF1;REGIS DE SOUZA ARAUJO;04/2020;33.689,11;0,00;1.125,08;8.471,53;43.285,72;-5.497,99;-8.331,70;-462,67;-2.867,32;-17.159,68;26.126,04;0,00;0,00
TRF1;REGIVANO FIORINDO;04/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;0,00;-8.932,12;-3.483,40;-5.625,49;-18.041,01;27.787,88;0,00;0,00
TRF1;RENATA ALMEIDA DE MOURA ISAAC;04/2020;32.004,65;0,00;1.629,70;11.791,19;45.425,54;-5.497,99;-8.372,22;-830,07;-4.502,52;-19.202,80;26.222,74;0,00;0,00
TRF1;RENATA MESQUITA RIBEIRO QUADROS;04/2020;33.689,11;0,00;1.629,70;11.229,70;46.548,51;-5.497,99;-8.267,95;-9.731,18;-5.625,49;-29.122,61;17.425,90;0,00;0,00
TRF1;RENATO COELHO BORELLI;04/2020;32.004,65;0,00;1.629,70;7.299,26;40.933,61;0,00;-9.699,61;-3.984,23;-10,59;-13.694,43;27.239,18;0,00;0,00
TRF1;RENATO GRIZOTTI JUNIOR;04/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;-6.562,79;-8.131,54;-1.122,51;-5.625,49;-21.442,33;24.386,56;0,00;0,00
TRF1;RICARDO AUGUSTO DE SALES;04/2020;33.689,11;0,00;910,08;3.368,91;37.968,10;-5.497,99;-7.809,65;-307,00;0,00;-13.614,64;24.353,46;0,00;0,00
TRF1;RICARDO AUGUSTO SOARES LEITE;04/2020;32.004,65;0,00;910,08;10.668,30;43.583,03;-5.177,94;-8.512,37;-2.762,19;-3.379,63;-19.832,13;23.750,90;0,00;0,00
TRF1;RICARDO BECKERATH DA SILVA LEITAO;04/2020;33.689,11;0,00;910,08;11.604,03;46.203,22;0,00;-9.247,07;-2.324,27;-5.999,82;-17.571,16;28.632,06;0,00;0,00
TRF1;RICARDO FELIPE RODRIGUES MACIEIRA;04/2020;33.689,11;0,00;910,08;11.604,03;46.203,22;-5.497,99;-8.424,36;-1.330,01;-5.999,82;-21.252,18;24.951,04;0,00;0,00
TRF1;RICARDO GONCALVES DA ROCHA CASTRO;04/2020;33.689,11;0,00;0,00;0,00;33.689,11;-4.784,92;0,00;-1.774,39;0,00;-6.559,31;27.129,80;0,00;0,00
TRF1;RICARDO MACHADO RABELO;04/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;-5.497,99;-8.424,36;-3.803,55;-5.625,49;-23.351,39;22.477,50;0,00;0,00
TRF1;RITA DE CASSIA FREITAS ANDREATA;04/2020;25.412,70;0,00;0,00;0,00;25.412,70;-3.212,40;-5.235,72;-995,13;0,00;-9.443,25;15.969,45;0,00;0,00
TRF1;ROBERTA DIAS DO NASCIMENTO GAUDENZI;04/2020;32.004,65;0,00;2.349,32;10.836,67;45.190,64;-5.209,95;-8.399,29;-435,07;-3.548,00;-17.592,31;27.598,33;0,00;0,00
TRF1;ROBERTO CARLOS DE OLIVEIRA;04/2020;33.689,11;0,00;790,08;4.491,84;38.971,03;-5.497,99;-7.962,04;-1.525,76;0,00;-14.985,79;23.985,24;0,00;0,00
TRF1;ROBERTO CARVALHO VELOSO;04/2020;33.689,11;5.497,99;910,08;9.732,41;49.829,59;-5.497,99;-9.884,17;-3.127,47;-4.128,20;-22.637,83;27.191,76;0,00;0,00
TRF1;ROBERTO LEMOS AGUIAR;04/2020;15.327,41;0,00;0,00;0,00;15.327,41;-1.435,41;0,00;0,00;0,00;-1.435,41;13.892,00;0,00;0,00
TRF1;ROBERTO LUIS LUCHI DEMO;04/2020;33.689,11;0,00;2.059,70;5.614,85;41.363,66;-5.497,99;-8.372,22;-404,27;-10,64;-14.285,12;27.078,54;0,00;0,00
TRF1;ROBSON DE MAGALHAES PEREIRA;04/2020;32.004,65;5.177,94;910,08;0,00;38.092,67;-5.177,94;-7.931,92;-12.128,15;0,00;-25.238,01;12.854,66;0,00;0,00
TRF1;ROBSON SILVA MASCARENHAS;04/2020;32.004,65;0,00;1.629,70;12.296,53;45.930,88;-713,10;-8.910,82;-4.002,84;-5.007,86;-18.634,62;27.296,26;0,00;0,00
TRF1;RODRIGO BAHIA ACCIOLY LINS;04/2020;32.004,65;0,00;910,08;11.042,54;43.957,27;-713,10;-9.134,70;-2.974,86;-3.753,87;-16.576,53;27.380,74;0,00;0,00
TRF1;RODRIGO BRITTO PEREIRA LIMA;04/2020;33.689,11;0,00;1.629,70;6.737,82;42.056,63;-5.497,99;-8.320,08;-764,00;-1.133,61;-15.715,68;26.340,95;0,00;0,00
TRF1;RODRIGO DE GODOY MENDES;04/2020;33.689,11;0,00;910,08;13.593,71;48.192,90;0,00;-9.053,88;-3.250,69;-7.989,50;-20.294,07;27.898,83;0,00;0,00
TRF1;RODRIGO GASIGLIA DE SOUZA;04/2020;33.689,11;0,00;910,08;5.989,18;40.588,37;0,00;-8.957,83;-8.464,59;-384,97;-17.807,39;22.780,98;0,00;0,00
TRF1;RODRIGO GONCALVES DE SOUZA;04/2020;32.004,65;0,00;1.509,70;22.234,60;55.748,95;-5.177,94;-10.425,54;-926,05;-4.277,71;-20.807,24;34.941,71;0,00;0,00
TRF1;RODRIGO MENDES CERQUEIRA;04/2020;32.004,65;0,00;1.629,70;10.668,22;44.302,57;-713,10;-8.875,37;-3.933,64;-3.379,55;-16.901,66;27.400,91;0,00;0,00
TRF1;RODRIGO NAVARRO DE OLIVEIRA;04/2020;33.689,11;0,00;910,08;7.584,90;42.184,09;0,00;-5.765,58;-22.397,42;-2.867,24;-31.030,24;11.153,85;0,00;0,00
TRF1;RODRIGO PARENTE PAIVA BENTEMULLER;04/2020;32.004,65;0,00;2.349,32;10.668,30;45.022,27;-5.177,94;-8.408,09;-392,48;-3.379,63;-17.358,14;27.664,13;0,00;0,00
TRF1;RODRIGO PESSOA PEREIRA DA SILVA;04/2020;32.004,65;0,00;1.629,70;12.914,16;46.548,51;0,00;-8.953,60;-12.192,38;-5.625,49;-26.771,47;19.777,04;0,00;0,00
TRF1;RODRIGO PINHEIRO DO NASCIMENTO;04/2020;33.689,11;0,00;910,08;8.235,12;42.834,31;-5.497,99;-8.372,22;-1.314,03;-2.630,91;-17.815,15;25.019,16;0,00;0,00
TRF1;RODRIGO RIGAMONTE FONSECA;04/2020;33.689,11;0,00;2.349,32;13.593,85;49.632,28;-5.497,99;-8.148,48;-1.611,79;-7.989,64;-23.247,90;26.384,38;0,00;0,00
TRF1;ROGERIA MARIA CASTRO DE BELLIS;04/2020;33.689,11;0,00;0,00;0,00;33.689,11;-4.784,92;-7.079,29;-825,82;0,00;-12.690,03;20.999,08;0,00;0,00
TRF1;ROLANDO VALCIR SPANHOLO;04/2020;32.004,65;0,00;910,08;11.903,48;44.818,21;-713,10;-8.912,21;-3.791,00;-4.614,81;-18.031,12;26.787,09;0,00;0,00
TRF1;ROMULO GOBBI DO AMARAL;04/2020;33.689,11;0,00;910,08;5.240,53;39.839,72;0,00;-8.995,32;-3.041,93;0,00;-12.037,25;27.802,47;0,00;0,00
TRF1;RONALDO CASTRO DESTERRO E SILVA;04/2020;33.689,11;5.497,99;910,08;11.604,03;51.701,21;-5.497,99;-9.936,31;-275,05;-5.999,82;-21.709,17;29.992,04;0,00;0,00
TRF1;RONALDO SANTOS DE OLIVEIRA;04/2020;33.689,11;0,00;1.741,42;19.090,49;54.521,02;0,00;-11.959,01;-9.759,11;-2.256,58;-23.974,70;30.546,32;0,00;0,00
TRF1;ROSANA NOYA ALVES WEIBEL KAUFMANN;04/2020;33.689,11;5.834,88;910,08;13.593,85;54.027,92;-5.834,88;-9.832,03;-2.022,29;-7.989,64;-25.678,84;28.349,08;0,00;0,00
TRF1;ROSELI DE QUEIROS BATISTA RIBEIRO;04/2020;33.689,11;0,00;1.340,08;11.603,92;46.633,11;-5.497,99;-8.424,36;-443,50;-5.999,71;-20.365,56;26.267,55;0,00;0,00
TRF1;ROSILENE MARIA CLEMENTE DE SOUZA FERREIRA;04/2020;32.004,65;0,00;910,08;12.914,16;45.828,89;0,00;-9.194,93;-3.881,78;-5.625,49;-18.702,20;27.126,69;0,00;0,00
TRF1;ROSIMAYRE GONCALVES DE CARVALHO;04/2020;33.689,11;0,00;910,08;11.229,60;45.828,79;-5.497,99;-8.215,81;-2.423,30;-5.625,39;-21.762,49;24.066,30;0,00;0,00
TRF1;ROSSANA DOS SANTOS TAVARES;04/2020;32.004,65;0,00;910,08;11.023,82;43.938,55;0,00;-9.134,70;-2.645,31;-3.735,15;-15.515,16;28.423,39;0,00;0,00
TRF1;RUBEM LIMA DE PAULA FILHO;04/2020;33.689,11;0,00;910,08;11.604,03;46.203,22;-5.497,99;-8.372,22;-695,05;-5.999,82;-20.565,08;25.638,14;0,00;0,00
TRF1;RUBEM MARTINEZ CUNHA;04/2020;33.689,11;0,00;0,00;0,00;33.689,11;-4.784,92;-6.503,56;-334,05;0,00;-11.622,53;22.066,58;0,00;0,00
TRF1;RUBENS ROLLO DOLIVEIRA;04/2020;33.689,11;5.497,99;910,08;12.487,10;52.584,28;-5.497,99;-9.064,18;-7.561,92;-6.882,89;-29.006,98;23.577,30;0,00;0,00
TRF1;RUI COSTA GONCALVES;04/2020;33.689,11;0,00;910,08;11.229,60;45.828,79;-5.497,99;-8.320,08;-9.521,23;-5.625,39;-28.964,69;16.864,10;0,00;0,00
TRF1;RUY DIAS DE SOUZA FILHO;04/2020;33.689,11;0,00;1.629,70;11.229,70;46.548,51;-5.497,99;-8.424,36;-404,27;-5.625,49;-19.952,11;26.596,40;0,00;0,00
TRF1;SABRINA FERREIRA ALVAREZ DE MOURA AZEVEDO;04/2020;32.004,65;0,00;910,08;10.668,30;43.583,03;0,00;-8.923,75;-2.821,30;-3.379,63;-15.124,68;28.458,35;0,00;0,00
TRF1;SACHA CALMON NAVARRO COELHO;04/2020;33.689,11;0,00;0,00;0,00;33.689,11;-4.784,92;0,00;-23.763,72;0,00;-28.548,64;5.140,47;0,00;0,00
TRF1;SAMUEL PARENTE ALBUQUERQUE;04/2020;32.004,65;0,00;910,08;14.972,95;47.887,68;-5.177,94;-8.460,23;-7.885,41;-7.684,28;-29.207,86;18.679,82;0,00;0,00
TRF1;SANDRA LOPES SANTOS DE CARVALHO;04/2020;33.689,11;0,00;1.629,70;8.609,44;43.928,25;-5.497,99;-8.372,22;-2.322,42;-3.005,23;-19.197,86;24.730,39;0,00;0,00
TRF1;SANDRA MARIA CORREIA DA SILVA;04/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;-713,10;-9.095,33;-3.894,64;-5.625,49;-19.328,56;26.500,33;0,00;0,00
TRF1;SANDRO HELANO SOARES SANTIAGO;04/2020;33.689,11;0,00;1.629,70;22.459,40;57.778,21;-5.497,99;-7.541,86;-3.523,38;-5.625,49;-22.188,72;35.589,49;0,00;0,00
TRF1;SAULO JOSE CASALI BAHIA;04/2020;33.689,11;0,00;910,08;13.593,85;48.193,04;-5.834,88;-8.331,71;-443,50;-7.989,64;-22.599,73;25.593,31;0,00;0,00
TRF1;SEBASTIAO FRATEZZI GONCALVES;04/2020;33.689,11;0,00;0,00;0,00;33.689,11;-4.784,92;-6.555,70;-235,82;0,00;-11.576,44;22.112,67;0,00;0,00
TRF1;SELENE ALMEIDA;04/2020;35.462,22;0,00;0,00;0,00;35.462,22;-5.121,81;-7.474,25;-1.810,26;0,00;-14.406,32;21.055,90;0,00;0,00
TRF1;SERGIO SANTOS MELO;04/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;-5.497,99;-8.372,22;-1.467,71;-5.625,49;-20.963,41;24.865,48;0,00;0,00
TRF1;SERGIO WOLNEY DE OLIVEIRA BATISTA GUEDES;04/2020;33.689,11;0,00;1.629,70;7.860,79;43.179,60;-5.497,99;-7.207,12;-4.886,09;-2.256,58;-19.847,78;23.331,82;0,00;0,00
TRF1;SHAMYL CIPRIANO;04/2020;32.004,65;0,00;1.629,70;12.231,65;45.866,00;0,00;-8.947,78;-3.429,32;-4.942,98;-17.320,08;28.545,92;0,00;0,00
TRF1;SIDINY GARCIA FILHO;04/2020;33.689,11;0,00;0,00;0,00;33.689,11;-4.784,92;-6.503,56;-1.643,85;0,00;-12.932,33;20.756,78;0,00;0,00
TRF1;SILVIA ELENA PETRY WIESER;04/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;-5.497,99;-8.372,22;-1.199,86;-5.625,49;-20.695,56;25.133,33;0,00;0,00
TRF1;SILVIO COIMBRA MOURTHE;04/2020;33.689,11;0,00;910,08;1.871,62;36.470,81;-5.497,99;-5.216,40;-11.180,39;0,00;-21.894,78;14.576,03;0,00;0,00
TRF1;SIMONE DOS SANTOS LEMOS FERNANDES;04/2020;33.689,11;5.497,99;910,08;0,00;40.097,18;-5.497,99;-8.395,15;-1.420,85;0,00;-15.313,99;24.783,19;0,00;0,00
TRF1;SOFIA RIBEIRO NACIF;04/2020;25.980,37;0,00;0,00;0,00;25.980,37;-3.320,26;-5.362,17;-1.410,35;0,00;-10.092,78;15.887,59;0,00;0,00
TRF1;SOLANGE SALGADO DA SILVA;04/2020;33.689,11;5.497,99;910,08;5.989,12;46.086,30;-5.497,99;-9.936,31;-11.017,04;-384,91;-26.836,25;19.250,05;0,00;0,00
TRF1;SONIA DINIZ VIANA;04/2020;33.689,11;5.497,99;910,08;8.373,02;48.470,20;-5.497,99;-9.936,30;-1.107,37;-2.473,29;-19.014,95;29.455,25;0,00;0,00
TRF1;SOUZA PRUDENTE;04/2020;35.462,22;0,00;910,08;0,00;36.372,30;-5.834,88;0,00;-22.870,27;0,00;-28.705,15;7.667,15;0,00;0,00
TRF1;SYLVIA LUCIA MARTINS OLIVEIRA NOHRA;04/2020;0,00;0,00;0,00;0,00;0,00;-785,62;-2.054,57;-393,00;0,00;-3.233,19;-3.233,19;0,00;0,00
TRF1;TAINARA LEAO MARQUES LEAL;04/2020;32.004,65;0,00;910,08;0,00;32.914,73;-5.177,94;-6.507,99;-7.529,54;0,00;-19.215,47;13.699,26;0,00;0,00
TRF1;TALES KRAUSS QUEIROZ;04/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;-6.562,79;-8.079,40;-1.257,00;-5.625,49;-21.524,68;24.304,21;0,00;0,00
TRF1;TANIA ZUCCHI DE MORAES;04/2020;33.689,11;0,00;1.340,08;22.459,40;57.488,59;0,00;-11.127,95;-7.976,44;-5.625,49;-24.729,88;32.758,71;0,00;0,00
TRF1;TANNILLE ELLEN NASCIMENTO DE MACEDO;04/2020;32.004,65;0,00;2.349,32;11.398,15;45.752,12;-713,10;-9.117,64;-3.660,27;-4.109,48;-17.600,49;28.151,63;0,00;0,00
TRF1;TARSIS AUGUSTO DE SANTANA LIMA;04/2020;33.689,11;0,00;1.629,70;11.229,70;46.548,51;0,00;-8.870,13;-3.978,42;-5.625,49;-18.474,04;28.074,47;0,00;0,00
TRF1;THADEU JOSE PIRAGIBE AFONSO;04/2020;32.004,65;0,00;1.629,70;10.668,00;44.302,35;-713,10;-8.954,81;-3.569,51;-3.379,33;-16.616,75;27.685,60;0,00;0,00
TRF1;THATIANA CRISTINA NUNES CAMPELO;04/2020;32.004,65;0,00;910,08;10.668,22;43.582,95;-713,10;-9.740,20;-821,56;-3.379,55;-14.654,41;28.928,54;0,00;0,00
TRF1;THIAGO CORDERO PIVOTTO;04/2020;32.004,65;0,00;910,08;0,00;32.914,73;0,00;-7.130,32;-2.681,84;0,00;-9.812,16;23.102,57;0,00;0,00
TRF1;THIAGO QUEIROZ OLIVEIRA;04/2020;32.004,65;0,00;910,08;3.556,07;36.470,80;-713,10;-7.930,15;-5.508,56;0,00;-14.151,81;22.318,99;0,00;0,00
TRF1;THIAGO RANGEL VINHAS;04/2020;32.004,65;0,00;1.629,70;11.398,15;45.032,50;-713,10;-9.040,05;-3.762,42;-4.109,48;-17.625,05;27.407,45;0,00;0,00
TRF1;TIAGO BORRE;04/2020;32.004,65;0,00;910,08;21.448,74;54.363,47;-5.199,28;-10.466,62;-1.395,58;-3.491,85;-20.553,33;33.810,14;0,00;0,00
TRF1;TOURINHO NETO;04/2020;35.462,22;0,00;0,00;0,00;35.462,22;-5.121,81;0,00;-1.753,00;0,00;-6.874,81;28.587,41;0,00;0,00
TRF1;TRICIA DE OLIVEIRA LIMA;04/2020;32.004,65;0,00;910,08;0,00;32.914,73;-5.177,94;-6.507,99;-4.014,59;0,00;-15.700,52;17.214,21;0,00;0,00
TRF1;UBIRAJARA TEIXEIRA;04/2020;33.689,11;0,00;910,08;13.593,85;48.193,04;-5.497,99;-8.267,94;-2.073,86;-7.989,64;-23.829,43;24.363,61;0,00;0,00
TRF1;UMBERTO PAULINI;04/2020;32.004,65;0,00;2.349,32;21.336,52;55.690,49;-5.177,94;-10.576,77;-1.130,48;-3.379,63;-20.264,82;35.425,67;0,00;0,00
TRF1;URBANO LEAL BERQUO NETO;04/2020;33.689,11;0,00;910,08;11.229,60;45.828,79;-5.497,99;-8.320,07;-883,70;-5.625,39;-20.327,15;25.501,64;0,00;0,00
TRF1;VALLISNEY DE SOUZA OLIVEIRA;04/2020;33.689,11;0,00;910,08;11.229,60;45.828,79;-5.497,99;-8.372,22;-6.482,38;-5.625,39;-25.977,98;19.850,81;0,00;0,00
TRF1;VALMIR NUNES CONRADO;04/2020;32.004,65;0,00;910,08;0,00;32.914,73;0,00;-6.847,96;-3.678,80;0,00;-10.526,76;22.387,97;0,00;0,00
TRF1;VALTER LEONEL COELHO SEIXAS;04/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;-5.497,99;-8.372,22;-1.145,49;-5.625,49;-20.641,19;25.187,70;0,00;0,00
TRF1;VANESSA CURTI PERENHA GASQUES;04/2020;33.689,11;0,00;1.629,70;10.855,38;46.174,19;-5.497,99;-8.267,95;-463,50;-5.251,17;-19.480,61;26.693,58;0,00;0,00
TRF1;VANIA NAVES LAMAITA AGUIAR;04/2020;33.236,86;0,00;0,00;0,00;33.236,86;-4.698,99;-6.454,96;-709,01;0,00;-11.862,96;21.373,90;0,00;0,00
TRF1;VANILA CARDOSO ANDRE DE MORAES;04/2020;33.689,11;0,00;910,08;3.743,23;38.342,42;-5.497,99;-7.912,59;-1.428,91;0,00;-14.839,49;23.502,93;0,00;0,00
TRF1;VERA CARLA NELSON CRUZ SILVEIRA;04/2020;19.090,50;0,00;0,00;0,00;19.090,50;-2.056,32;-3.815,04;-2.434,52;0,00;-8.305,88;10.784,62;0,00;0,00
TRF1;VERA MARIA LOUZADA VELLOSO;04/2020;33.689,11;0,00;0,00;0,00;33.689,11;-4.784,92;0,00;-6.962,32;0,00;-11.747,24;21.941,87;0,00;0,00
